destination,_beta_slope_OLS_low,_beta_slope_OLS_high,DFE_OLS_low,DFE_OLS_high
1103,-3.7296963,-1.9056849,-1.8794379,1.0672364
1104,-3.7296963,-1.9056849,-5.4357643,-.71404243
1107,-3.7296963,-1.9056849,-5.5583701,-.48411983
1108,-3.7296963,-1.9056849,-5.1488538,-1.5382762
1109,-3.7296963,-1.9056849,-2.5268404,-.057594471
1110,-3.7296963,-1.9056849,-3.707315,.91123533
1113,-3.7296963,-1.9056849,-.50481272,-.62397546
1116,-3.7296963,-1.9056849,-2.5591652,-1.2840722
1117,-3.7296963,-1.9056849,-2.5200264,-.15370287
1120,-3.7296963,-1.9056849,-3.7276847,.0046089012
1121,-3.7296963,-1.9056849,-4.4658318,.33355597
1122,-3.7296963,-1.9056849,2.4768634,-1.2252887
1123,-3.7296963,-1.9056849,-1.4030107,.60747916
1125,-3.7296963,-1.9056849,-.62488234,-.97005105
1126,-3.7296963,-1.9056849,-3.6957927,1.1999381
1128,-3.7296963,-1.9056849,-5.4102106,-.58216119
1130,-3.7296963,-1.9056849,-3.1370783,1.5290298
1131,-3.7296963,-1.9056849,-3.5733736,-1.3914726
1133,-3.7296963,-1.9056849,-3.4588277,1.2565125
1134,-3.7296963,-1.9056849,-6.0190248,-2.9496984
1137,-3.7296963,-1.9056849,-6.2240953,.4161002
1138,-3.7296963,-1.9056849,-2.8979237,-.81244534
1140,-3.7296963,-1.9056849,-2.9744468,.62951988
1142,-3.7296963,-1.9056849,-3.8863227,-1.5138249
1143,-3.7296963,-1.9056849,-2.2954919,-1.1672127
1144,-3.7296963,-1.9056849,-4.0147028,.5324415
1146,-3.7296963,-1.9056849,-8.9907713,-5.7860713
1147,-3.7296963,-1.9056849,-1.2474723,.27096492
1148,-3.7296963,-1.9056849,-1.5116782,-1.9327065
1149,-3.7296963,-1.9056849,-5.6963949,-.56861597
1150,-3.7296963,-1.9056849,-2.6573591,-1.177304
1151,-3.7296963,-1.9056849,-2.9108913,.27365324
1152,-3.7296963,-1.9056849,-6.0601788,-4.0227036
1153,-3.7296963,-1.9056849,-1.5053149,-.73222107
1154,-3.7296963,-1.9056849,-3.9317894,.6849184
1155,-3.7296963,-1.9056849,-3.9510202,-.017000811
1156,-3.7296963,-1.9056849,-2.7425461,.74330068
1157,-3.7296963,-1.9056849,-7.2799792,-2.3339126
1158,-3.7296963,-1.9056849,-1.0352323,-.87645477
1159,-3.7296963,-1.9056849,-15.699185,-2.6492693
1163,-3.7296963,-1.9056849,-1.5534644,-.34346271
1164,-3.7296963,-1.9056849,-.76753354,-1.7554197
1165,-3.7296963,-1.9056849,-2.1793475,-1.5852407
1166,-3.7296963,-1.9056849,-2.0617721,.67297727
1167,-3.7296963,-1.9056849,-2.591296,.5363583
1169,-3.7296963,-1.9056849,-6.603487,-3.0111132
1170,-3.7296963,-1.9056849,.51115227,-.059113495
1171,-3.7296963,-1.9056849,-4.8199339,.0057543246
1173,-3.7296963,-1.9056849,-1.7292033,-1.8163557
1175,-3.7296963,-1.9056849,-2.5748639,.37158561
1176,-3.7296963,-1.9056849,-2.4821327,.19600917
1177,-3.7296963,-1.9056849,-6.679131,-.6959424
1178,-3.7296963,-1.9056849,-5.702455,-5.0983367
1179,-3.7296963,-1.9056849,-3.784337,-1.3032192
1182,-3.7296963,-1.9056849,-3.3202398,.71021253
1183,-3.7296963,-1.9056849,-1.6190764,-1.819523
1184,-3.7296963,-1.9056849,-11.971633,-2.9349651
1185,-3.7296963,-1.9056849,-5.6271,-1.5927581
1187,-3.7296963,-1.9056849,-1.4696879,.33830848
1190,-3.7296963,-1.9056849,-5.1223311,1.4049444
1191,-3.7296963,-1.9056849,-8.0883369,-.51579988
1192,-3.7296963,-1.9056849,-2.2236502,-.77687961
1193,-3.7296963,-1.9056849,-2.7400596,.77603805
1194,-3.7296963,-1.9056849,-5.7638288,-1.524513
1196,-3.7296963,-1.9056849,-5.8368149,-.33894512
1197,-3.7296963,-1.9056849,-7.406425,.024588739
1198,-3.7296963,-1.9056849,-5.3375621,-.78538144
1199,-3.7296963,-1.9056849,-3.4544928,1.058046
1200,-3.7296963,-1.9056849,-2.7365034,.55232662
1201,-3.7296963,-1.9056849,-6.0191336,-.9458757
1202,-3.7296963,-1.9056849,-8.8719978,-5.5796089
1205,-3.7296963,-1.9056849,-4.5986447,-.56749421
1206,-3.7296963,-1.9056849,-1.4078416,-1.4742765
1207,-3.7296963,-1.9056849,-2.775445,.81264967
1208,-3.7296963,-1.9056849,-1.6712759,-.13302948
1209,-3.7296963,-1.9056849,-2.4294522,-.15017779
1211,-3.7296963,-1.9056849,-6.3773384,-.85860163
1212,-3.7296963,-1.9056849,-4.7181115,-1.1336721
1216,-3.7296963,-1.9056849,-6.4434128,-.523085
1217,-3.7296963,-1.9056849,-1.001883,-1.7302507
1218,-3.7296963,-1.9056849,-4.0793328,-.42824158
1220,-3.7296963,-1.9056849,-5.6037393,-.39350858
1221,-3.7296963,-1.9056849,-4.162559,.28590682
1225,-3.7296963,-1.9056849,.90786403,-1.6334924
1228,-3.7296963,-1.9056849,-3.8800683,1.1893227
1229,-3.7296963,-1.9056849,-2.6644726,-1.5985469
1230,-3.7296963,-1.9056849,-3.8306267,-.5046621
1231,-3.7296963,-1.9056849,-3.76109,.50796729
1232,-3.7296963,-1.9056849,-5.0662718,-.96305275
1233,-3.7296963,-1.9056849,-4.0170302,-1.4736497
1236,-3.7296963,-1.9056849,-4.411571,-2.7332201
1239,-3.7296963,-1.9056849,-4.3107643,-1.0907751
1240,-3.7296963,-1.9056849,-6.3823977,-2.0062773
1241,-3.7296963,-1.9056849,-6.1107273,-1.7557926
1242,-3.7296963,-1.9056849,-7.3184242,-1.9106811
1243,-3.7296963,-1.9056849,-5.8204637,-3.5318847
1244,-3.7296963,-1.9056849,-11.481228,-1.960743
1245,-3.7296963,-1.9056849,-2.033186,-3.3552177
1246,-3.7296963,-1.9056849,-6.4745059,-2.4443185
1247,-3.7296963,-1.9056849,-5.7932367,-1.2715982
1248,-3.7296963,-1.9056849,-6.6756005,-1.1950548
1249,-3.7296963,-1.9056849,-2.7524884,.43510813
1251,-3.7296963,-1.9056849,-20.400856,-2.9065454
1254,-3.7296963,-1.9056849,-8.4005232,-.71480536
1255,-3.7296963,-1.9056849,-6.2318511,-1.4227961
1256,-3.7296963,-1.9056849,-3.0433373,1.7869115
1258,-3.7296963,-1.9056849,-4.2531171,.76346225
1261,-3.7296963,-1.9056849,.4574466,-1.8035654
1263,-3.7296963,-1.9056849,-6.5331802,-1.1794429
1264,-3.7296963,-1.9056849,-4.8040614,-2.7148845
1265,-3.7296963,-1.9056849,-6.0341392,-1.049924
1267,-3.7296963,-1.9056849,-1.5175987,.87334085
1270,-3.7296963,-1.9056849,-9.8424816,-3.0378666
1271,-3.7296963,-1.9056849,-6.6475444,-1.196884
1273,-3.7296963,-1.9056849,-6.5272927,-1.5527283
1276,-3.7296963,-1.9056849,-6.5829,-1.9985412
1277,-3.7296963,-1.9056849,-3.7072418,-.32863829
1278,-3.7296963,-1.9056849,-3.7745619,.25650027
1279,-3.7296963,-1.9056849,-1.6894332,1.0738528
1280,-3.7296963,-1.9056849,-4.3133497,-1.5659503
1281,-3.7296963,-1.9056849,-4.9294291,-.28269237
1282,-3.7296963,-1.9056849,-3.3262784,-.094915777
1283,-3.7296963,-1.9056849,-1.3617476,-1.9847504
1292,-3.7296963,-1.9056849,-2.7927089,-1.4807148
1294,-3.7296963,-1.9056849,-1.3898716,-.53165781
1295,-3.7296963,-1.9056849,-8.6603937,-3.2901917
1297,-3.7296963,-1.9056849,-9.1523752,-3.146903
1298,-3.7296963,-1.9056849,.22152701,.7660107
1299,-3.7296963,-1.9056849,-16.212933,-2.6498964
1312,-3.7296963,-1.9056849,-8.2730913,-5.3015933
1316,-3.7296963,-1.9056849,-2.3916903,.41956908
1318,-3.7296963,-1.9056849,-5.2635198,-2.5447252
1340,-3.7296963,-1.9056849,-3.2011111,.59848297
1344,-3.7296963,-1.9056849,-3.0042043,-.27627221
1347,-3.7296963,-1.9056849,-3.2570555,-.89634937
1356,-3.7296963,-1.9056849,-4.8391652,-1.1444165
1359,-3.7296963,-1.9056849,-2.1864324,-.19165967
1360,-3.7296963,-1.9056849,-3.1338277,-1.4270971
1395,-3.7296963,-1.9056849,-3.3917778,-.66091377
9,-3.7296963,-1.9056849,-1.1975895,2.9257145
68,-3.7296963,-1.9056849,1.9288116,-.042953555
83,-3.7296963,-1.9056849,1.015538,.48951972
103,-3.7296963,-1.9056849,3.0362761,.2489664
537,-3.7296963,-1.9056849,-3.1070101,.26923904
590,-3.7296963,-1.9056849,-7.5448542,-2.3124356
634,-3.7296963,-1.9056849,-2.310739,.34747946
637,-3.7296963,-1.9056849,-2.9486244,1.0959495
655,-3.7296963,-1.9056849,-3.3041034,.73606056
656,-3.7296963,-1.9056849,-6.0776262,.71925467
662,-3.7296963,-1.9056849,-1.3359194,.85519528
666,-3.7296963,-1.9056849,-4.1735234,-.0066951872
668,-3.7296963,-1.9056849,-12.240806,-1.123588
673,-3.7296963,-1.9056849,-4.2043452,-.97430205
678,-3.7296963,-1.9056849,-3.242326,.17884564
686,-3.7296963,-1.9056849,-3.9128244,-1.3065456
739,-3.7296963,-1.9056849,-1.5859206,-.094771981
872,-3.7296963,-1.9056849,-2.4146078,.43165097
892,-3.7296963,-1.9056849,-4.2627435,-1.9149008
893,-3.7296963,-1.9056849,-6.0173111,-1.1525282
933,-3.7296963,-1.9056849,-4.0129299,-.98942429
934,-3.7296963,-1.9056849,-2.8983214,-.75099951
935,-3.7296963,-1.9056849,-2.1455045,-.96959519
975,-3.7296963,-1.9056849,-2.2892258,-.81655669
986,-3.7296963,-1.9056849,-3.2745469,-.74042803
1008,-3.7296963,-1.9056849,-3.062465,-.89707863
1031,-3.7296963,-1.9056849,-4.7326527,-.18025273
1046,-3.7296963,-1.9056849,-3.0612078,.56106138
1068,-3.7296963,-1.9056849,-6.0949759,.52747917
1072,-3.7296963,-1.9056849,-3.2892668,.35909688
1160,-3.7296963,-1.9056849,-.06801831,-.48815694
1162,-3.7296963,-1.9056849,-5.6514745,-1.8032267
1181,-3.7296963,-1.9056849,-6.1466284,-1.0261786
1186,-3.7296963,-1.9056849,-4.1043611,1.3031026
1226,-3.7296963,-1.9056849,-1.4982189,1.5215775
1227,-3.7296963,-1.9056849,-3.0614982,.3489573
1235,-3.7296963,-1.9056849,-8.1814365,-1.4644842
1238,-3.7296963,-1.9056849,-6.1011262,-4.2210598
1275,-3.7296963,-1.9056849,-1.140923,1.3685693
1286,-3.7296963,-1.9056849,-6.6240554,-1.0568936
1289,-3.7296963,-1.9056849,-1.8347119,1.0959208
1291,-3.7296963,-1.9056849,-5.4699965,.85357773
1307,-3.7296963,-1.9056849,-1.3950694,-1.0271339
1309,-3.7296963,-1.9056849,-2.7224848,-1.7855817
1311,-3.7296963,-1.9056849,-.61390138,.34147096
1314,-3.7296963,-1.9056849,-2.837863,-1.1196606
1320,-3.7296963,-1.9056849,-1.0311311,.53215969
1324,-3.7296963,-1.9056849,-3.9335907,-.047072951
1325,-3.7296963,-1.9056849,-3.7997954,-.74115252
1333,-3.7296963,-1.9056849,-5.4311786,-.41966721
1337,-3.7296963,-1.9056849,-4.5820374,-1.3705808
1342,-3.7296963,-1.9056849,-2.2143805,.24507272
1343,-3.7296963,-1.9056849,-1.201245,-.79689527
1352,-3.7296963,-1.9056849,-5.6053972,-.41042972
1353,-3.7296963,-1.9056849,-1.3654218,.089564301
1354,-3.7296963,-1.9056849,-3.1803846,-.14535904
1358,-3.7296963,-1.9056849,-.5172649,-.94641876
1366,-3.7296963,-1.9056849,-3.0001657,-.40147853
1373,-3.7296963,-1.9056849,-4.0019217,-.48014861
1374,-3.7296963,-1.9056849,-2.5309029,-.41612604
1375,-3.7296963,-1.9056849,-4.4022546,-.37494093
1388,-3.7296963,-1.9056849,-1.922183,-.72847068
276,-3.7296963,-1.9056849,.42003831,-.33753404
286,-3.7296963,-1.9056849,1.2515157,-1.70591
332,-3.7296963,-1.9056849,.555695,-.67052883
342,-3.7296963,-1.9056849,-.73300028,-.81240839
361,-3.7296963,-1.9056849,-.69457018,-.95743805
408,-3.7296963,-1.9056849,1.2773943,-1.3320506
417,-3.7296963,-1.9056849,1.0437081,-.75465661
456,-3.7296963,-1.9056849,1.0700363,-.44115311
477,-3.7296963,-1.9056849,-2.6476429,-.27914897
536,-3.7296963,-1.9056849,.89106387,-1.1701559
640,-3.7296963,-1.9056849,-2.0528681,-.39380756
646,-3.7296963,-1.9056849,-2.1440425,.17878184
657,-3.7296963,-1.9056849,.13439789,-.4766652
677,-3.7296963,-1.9056849,-2.0195508,.7228843
792,-3.7296963,-1.9056849,-2.3402369,.765742
800,-3.7296963,-1.9056849,-2.2030284,-2.7987947
805,-3.7296963,-1.9056849,-4.5609803,-2.7867794
890,-3.7296963,-1.9056849,-3.9082482,.68414772
940,-3.7296963,-1.9056849,-3.3986378,-2.0106122
959,-3.7296963,-1.9056849,-1.3011312,-.88340586
961,-3.7296963,-1.9056849,-2.9599078,-.096144125
968,-3.7296963,-1.9056849,-3.3029799,-1.3955246
970,-3.7296963,-1.9056849,-3.1107945,-.95148307
977,-3.7296963,-1.9056849,-3.8003039,-1.2389024
1029,-3.7296963,-1.9056849,-3.165967,-1.1587864
1037,-3.7296963,-1.9056849,-2.6756992,-.65572053
1047,-3.7296963,-1.9056849,-.4736219,-1.0083231
1064,-3.7296963,-1.9056849,-.75645965,.37788191
1096,-3.7296963,-1.9056849,-4.6441851,-1.3688786
1115,-3.7296963,-1.9056849,-.6932556,-.02033953
1135,-3.7296963,-1.9056849,-2.1644521,.69172007
1168,-3.7296963,-1.9056849,-6.1331916,.23031855
1204,-3.7296963,-1.9056849,2.3412654,-2.7383466
1219,-3.7296963,-1.9056849,.25306538,2.0453925
1250,-3.7296963,-1.9056849,1.2811685,.7276898
1253,-3.7296963,-1.9056849,.29032809,1.5521824
1257,-3.7296963,-1.9056849,-2.4754779,-.39460918
1260,-3.7296963,-1.9056849,.59701979,-1.1781808
1269,-3.7296963,-1.9056849,-21.462206,-2.3971529
1272,-3.7296963,-1.9056849,-2.1341434,1.0498439
1285,-3.7296963,-1.9056849,-.98177344,.7100082
1288,-3.7296963,-1.9056849,-3.7895589,-.5764116
1290,-3.7296963,-1.9056849,-3.7164567,-1.6475003
1302,-3.7296963,-1.9056849,-4.2888107,-1.0313557
1306,-3.7296963,-1.9056849,-3.7871022,.052997559
1308,-3.7296963,-1.9056849,-4.6294718,-.9299441
1310,-3.7296963,-1.9056849,-10.535789,-5.107481
1321,-3.7296963,-1.9056849,-3.7162802,-.26387408
1323,-3.7296963,-1.9056849,-5.3329744,-.45363796
1341,-3.7296963,-1.9056849,-.80820197,.24638562
1345,-3.7296963,-1.9056849,-3.9911315,-.73118055
1350,-3.7296963,-1.9056849,-6.7542138,.28600141
1355,-3.7296963,-1.9056849,-3.7079499,-1.5403078
1357,-3.7296963,-1.9056849,-3.2162724,.81608242
1361,-3.7296963,-1.9056849,-3.064863,-.044978697
1404,-3.7296963,-1.9056849,.73212957,.80720311
1409,-3.7296963,-1.9056849,.50384796,.84314895
1423,-3.7296963,-1.9056849,-2.7540598,.91325289
1439,-3.7296963,-1.9056849,-2.3767579,-1.7031994
1440,-3.7296963,-1.9056849,-2.3137896,-.81414837
1474,-3.7296963,-1.9056849,-2.347538,.35205343
38,-3.7296963,-1.9056849,.96902382,.51141828
43,-3.7296963,-1.9056849,.85606211,-.43424013
44,-3.7296963,-1.9056849,2.9156997,-.29231638
45,-3.7296963,-1.9056849,2.1720734,.044066772
46,-3.7296963,-1.9056849,-1.7276607,-.35416853
50,-3.7296963,-1.9056849,-.71236134,-4.474865
51,-3.7296963,-1.9056849,3.3420751,-1.2475092
52,-3.7296963,-1.9056849,2.5220313,.19304742
54,-3.7296963,-1.9056849,2.3240402,-.77671367
59,-3.7296963,-1.9056849,.70636386,-.099344142
61,-3.7296963,-1.9056849,1.9650688,-.098145515
65,-3.7296963,-1.9056849,-1.6854669,.10926872
71,-3.7296963,-1.9056849,-1.0311102,-.1140429
73,-3.7296963,-1.9056849,1.4562805,.27165809
79,-3.7296963,-1.9056849,1.3344016,-.10522866
84,-3.7296963,-1.9056849,-.0081550265,-3.9176884
85,-3.7296963,-1.9056849,-1.2313347,1.5416812
219,-3.7296963,-1.9056849,.32524523,1.3404199
350,-3.7296963,-1.9056849,2.4383378,-.025207568
485,-3.7296963,-1.9056849,2.2796171,.024590451
608,-3.7296963,-1.9056849,1.9720246,-.83376193
689,-3.7296963,-1.9056849,-5.3112879,-3.1447051
693,-3.7296963,-1.9056849,-2.107197,-.75371391
716,-3.7296963,-1.9056849,-5.0294461,-4.2757273
718,-3.7296963,-1.9056849,1.4179299,.50836587
723,-3.7296963,-1.9056849,.51247627,-.051250201
738,-3.7296963,-1.9056849,-2.6933327,-1.2186657
743,-3.7296963,-1.9056849,-15.580609,-3.8636308
789,-3.7296963,-1.9056849,-1.8698843,-.66129965
902,-3.7296963,-1.9056849,3.6204877,-1.1700139
930,-3.7296963,-1.9056849,1.5703907,-.90662819
938,-3.7296963,-1.9056849,3.0361879,-.54711998
956,-3.7296963,-1.9056849,-2.4860163,-1.3214583
989,-3.7296963,-1.9056849,4.1946702,-1.0881369
993,-3.7296963,-1.9056849,2.3758097,-.53398567
1004,-3.7296963,-1.9056849,1.4786454,-.12681858
1023,-3.7296963,-1.9056849,-2.7220106,-.58049762
1042,-3.7296963,-1.9056849,-.85580677,-.65135497
1055,-3.7296963,-1.9056849,-3.9783428,.68055475
1061,-3.7296963,-1.9056849,-.69040543,.96230018
1078,-3.7296963,-1.9056849,-4.2085261,-.82343733
1088,-3.7296963,-1.9056849,-5.8979497,-1.3903167
1093,-3.7296963,-1.9056849,-10.317883,-3.6291962
1100,-3.7296963,-1.9056849,.49338099,.31275824
1105,-3.7296963,-1.9056849,-6.4882793,-1.0716839
1106,-3.7296963,-1.9056849,-5.763639,-.8963818
1111,-3.7296963,-1.9056849,-2.2572238,.87211812
1112,-3.7296963,-1.9056849,-6.5399637,-.21639022
1114,-3.7296963,-1.9056849,-6.9989185,-1.2874862
1118,-3.7296963,-1.9056849,-5.1892424,-.13779612
1119,-3.7296963,-1.9056849,-.39712924,-1.4899185
1124,-3.7296963,-1.9056849,-2.9436996,1.3997519
1127,-3.7296963,-1.9056849,-11.200377,-1.9390074
1129,-3.7296963,-1.9056849,-2.7922354,-1.3036499
1132,-3.7296963,-1.9056849,-4.5315394,-2.5053272
1136,-3.7296963,-1.9056849,-3.3220778,1.0900909
1139,-3.7296963,-1.9056849,1.4823596,-.75048238
1141,-3.7296963,-1.9056849,-3.6695271,1.7209207
1145,-3.7296963,-1.9056849,-1.1015127,2.8049779
1161,-3.7296963,-1.9056849,-3.4603722,1.6811016
1172,-3.7296963,-1.9056849,2.1355352,-.9880265
1174,-3.7296963,-1.9056849,-6.57233,.28170153
1180,-3.7296963,-1.9056849,-4.4002876,-.16112284
1188,-3.7296963,-1.9056849,-3.6365979,-1.5387416
1189,-3.7296963,-1.9056849,-17.783693,.47970694
1195,-3.7296963,-1.9056849,-3.6626606,1.1565241
1203,-3.7296963,-1.9056849,-.52399969,-.611485
1210,-3.7296963,-1.9056849,-2.8042431,-.54106975
1213,-3.7296963,-1.9056849,-2.5378881,-.90595251
1214,-3.7296963,-1.9056849,-5.0638623,1.258137
1215,-3.7296963,-1.9056849,5.8232675,-1.8505831
1222,-3.7296963,-1.9056849,-1.6341813,-8.5897541
1223,-3.7296963,-1.9056849,-5.3494067,.88615483
1224,-3.7296963,-1.9056849,-5.0012026,.52595663
1234,-3.7296963,-1.9056849,-6.0009723,.47165561
1237,-3.7296963,-1.9056849,-8.7719669,.40355641
1252,-3.7296963,-1.9056849,-4.2971973,1.2872161
1259,-3.7296963,-1.9056849,1.3648051,-.25963807
1262,-3.7296963,-1.9056849,-1.380106,-.73350769
1266,-3.7296963,-1.9056849,-.96810311,-.059808686
1268,-3.7296963,-1.9056849,-3.0419078,.2969265
1274,-3.7296963,-1.9056849,-4.927217,.73727983
1287,-3.7296963,-1.9056849,-12.661417,-5.4383998
1293,-3.7296963,-1.9056849,-3.5767407,-.73799831
1296,-3.7296963,-1.9056849,-2.629519,.76004517
1300,-3.7296963,-1.9056849,-2.116472,.98402303
1301,-3.7296963,-1.9056849,-3.9197023,-.52852356
1303,-3.7296963,-1.9056849,-4.2992196,-.45810607
1304,-3.7296963,-1.9056849,-4.6111455,-2.6019411
1313,-3.7296963,-1.9056849,-2.39832,.13591497
1315,-3.7296963,-1.9056849,-4.5761094,.86593431
1317,-3.7296963,-1.9056849,-3.5520501,.44306278
1319,-3.7296963,-1.9056849,-2.5782514,-1.1344422
1322,-3.7296963,-1.9056849,-4.8017969,.90667379
1326,-3.7296963,-1.9056849,-2.6143143,.31506044
1327,-3.7296963,-1.9056849,-13.099649,-5.2510581
1328,-3.7296963,-1.9056849,-2.3611259,-.099926911
1329,-3.7296963,-1.9056849,-1.1838318,-.091107696
1330,-3.7296963,-1.9056849,4.7329717,-1.0645393
1331,-3.7296963,-1.9056849,-13.116546,-2.9481058
1332,-3.7296963,-1.9056849,-4.9254985,.56358999
1335,-3.7296963,-1.9056849,-3.8571341,.44935623
1336,-3.7296963,-1.9056849,-2.6934614,.97106111
1338,-3.7296963,-1.9056849,-3.788168,-1.2567681
1339,-3.7296963,-1.9056849,-3.8400052,-5.1491556
1346,-3.7296963,-1.9056849,-2.3907731,1.1319948
1348,-3.7296963,-1.9056849,-.80995709,-1.7981576
1349,-3.7296963,-1.9056849,-7.2185302,.83301812
1351,-3.7296963,-1.9056849,-4.5611925,.70719862
1362,-3.7296963,-1.9056849,-3.4618511,.25551146
1363,-3.7296963,-1.9056849,-2.757092,.39565426
1364,-3.7296963,-1.9056849,-4.3777437,-5.1660671
1365,-3.7296963,-1.9056849,-2.0909994,-.0026257941
1367,-3.7296963,-1.9056849,-.86137247,-1.1043308
1368,-3.7296963,-1.9056849,-4.5184355,1.9455756
1369,-3.7296963,-1.9056849,-3.3149078,.94788921
1370,-3.7296963,-1.9056849,-2.5518367,1.1148696
1371,-3.7296963,-1.9056849,2.7110872,-1.6947645
1372,-3.7296963,-1.9056849,-2.5339935,-.16511379
1376,-3.7296963,-1.9056849,-7.0125351,-4.3708329
1377,-3.7296963,-1.9056849,-4.8427572,-4.1612935
1378,-3.7296963,-1.9056849,-3.1981881,-.81796366
1379,-3.7296963,-1.9056849,-1.8236117,.81518435
1380,-3.7296963,-1.9056849,-2.706481,.13419592
1381,-3.7296963,-1.9056849,-6.4001765,-6.492085
1382,-3.7296963,-1.9056849,-2.2442095,1.2007525
1384,-3.7296963,-1.9056849,-14.054235,-3.9257369
1385,-3.7296963,-1.9056849,4.0492864,-3.4140646
1386,-3.7296963,-1.9056849,-2.0326459,-.022433218
1387,-3.7296963,-1.9056849,-3.2136562,-.039152071
1389,-3.7296963,-1.9056849,3.1396849,-.83733988
1390,-3.7296963,-1.9056849,-.073361672,-1.0739093
1391,-3.7296963,-1.9056849,-3.3926125,-.24524477
1392,-3.7296963,-1.9056849,-3.190347,-.76339871
1393,-3.7296963,-1.9056849,-5.7192454,1.1214207
1394,-3.7296963,-1.9056849,-2.101593,.077975951
1396,-3.7296963,-1.9056849,-11.143829,-3.242553
1397,-3.7296963,-1.9056849,-1.9433895,1.3987255
1398,-3.7296963,-1.9056849,-5.1833401,.9666127
1399,-3.7296963,-1.9056849,2.2909763,-1.9089886
1400,-3.7296963,-1.9056849,-4.4858222,.25627777
1401,-3.7296963,-1.9056849,-8.0204239,-1.5080301
1402,-3.7296963,-1.9056849,-5.8452468,-1.0796336
1403,-3.7296963,-1.9056849,-2.1046901,-.98305762
1405,-3.7296963,-1.9056849,-3.8261001,-.12141059
1406,-3.7296963,-1.9056849,-4.2411394,.41692582
1407,-3.7296963,-1.9056849,-5.221477,.51442349
1408,-3.7296963,-1.9056849,-4.51191,.44035351
1410,-3.7296963,-1.9056849,-2.9444218,-.65389305
1411,-3.7296963,-1.9056849,-3.8091075,-1.3220621
1412,-3.7296963,-1.9056849,-5.100049,1.2402269
1413,-3.7296963,-1.9056849,-5.0689578,.81580627
1414,-3.7296963,-1.9056849,-6.7060976,-4.4504881
1415,-3.7296963,-1.9056849,-2.5551314,1.4458864
1416,-3.7296963,-1.9056849,-5.8265424,-.9357655
1417,-3.7296963,-1.9056849,-5.6662807,-.28340569
1418,-3.7296963,-1.9056849,-.93456823,.34039146
1419,-3.7296963,-1.9056849,-2.3361802,.49899033
1420,-3.7296963,-1.9056849,-11.27854,-1.6073439
1421,-3.7296963,-1.9056849,-3.306674,-1.5638034
1422,-3.7296963,-1.9056849,-2.9922926,-1.076967
1424,-3.7296963,-1.9056849,-2.8905282,-.73842812
1425,-3.7296963,-1.9056849,-2.5264916,-1.4091862
1426,-3.7296963,-1.9056849,-7.6256113,.17173143
1427,-3.7296963,-1.9056849,-3.4007566,.25195369
1428,-3.7296963,-1.9056849,-3.1888282,.38527378
1429,-3.7296963,-1.9056849,-3.0786362,-1.6589686
1430,-3.7296963,-1.9056849,-.73451841,-.71463597
1431,-3.7296963,-1.9056849,-5.3503838,2.0580971
1432,-3.7296963,-1.9056849,-4.3513241,-1.4594431
1433,-3.7296963,-1.9056849,-4.1935906,.94554037
1434,-3.7296963,-1.9056849,-4.5372715,1.0008994
1435,-3.7296963,-1.9056849,-4.3114443,1.1094841
1436,-3.7296963,-1.9056849,-6.3352752,2.9058249
1437,-3.7296963,-1.9056849,-2.2736273,-.94915593
1438,-3.7296963,-1.9056849,-5.1787462,.58066297
1441,-3.7296963,-1.9056849,-.95629126,-1.8172024
1442,-3.7296963,-1.9056849,-2.881882,-.32549191
1443,-3.7296963,-1.9056849,-.05772794,-1.1707648
1444,-3.7296963,-1.9056849,-3.0500531,.95687646
1445,-3.7296963,-1.9056849,-8.7125578,-.60477906
1446,-3.7296963,-1.9056849,-.8382538,-1.6133915
1447,-3.7296963,-1.9056849,-1.9888488,.45738608
1448,-3.7296963,-1.9056849,-.61399508,-1.5376098
1449,-3.7296963,-1.9056849,-2.1410553,-.82116437
1450,-3.7296963,-1.9056849,-3.8871868,.20863017
1451,-3.7296963,-1.9056849,-2.3339744,-.62076378
1452,-3.7296963,-1.9056849,-1.2068036,-.30122706
1453,-3.7296963,-1.9056849,-1.9282354,-1.0737979
1454,-3.7296963,-1.9056849,1.4853132,.096312761
1455,-3.7296963,-1.9056849,-3.2718258,-.013542823
1456,-3.7296963,-1.9056849,-8.381422,.14532037
1457,-3.7296963,-1.9056849,-3.3310294,1.2617396
1458,-3.7296963,-1.9056849,-3.5072403,-.26625606
1459,-3.7296963,-1.9056849,-4.8181834,-.82485253
1460,-3.7296963,-1.9056849,-3.9203739,-.18577601
1461,-3.7296963,-1.9056849,-1.7487842,-1.7943043
1462,-3.7296963,-1.9056849,-2.7939994,-.24826452
1463,-3.7296963,-1.9056849,-1.7742599,.56457102
1464,-3.7296963,-1.9056849,-4.3871617,.24165095
1465,-3.7296963,-1.9056849,-3.7173586,-.60701293
1466,-3.7296963,-1.9056849,-2.1105156,-.10662061
1467,-3.7296963,-1.9056849,-1.9998767,-1.5721128
1468,-3.7296963,-1.9056849,.48441118,-1.1258889
1469,-3.7296963,-1.9056849,-3.5907247,.47629061
1470,-3.7296963,-1.9056849,-2.4989545,-1.2633642
1471,-3.7296963,-1.9056849,-4.6826324,1.2174591
1472,-3.7296963,-1.9056849,-2.6345897,-.93970406
1473,-3.7296963,-1.9056849,.16711362,-.48712423
1475,-3.7296963,-1.9056849,-1.4069736,.057444997
1476,-3.7296963,-1.9056849,-4.6245499,-.68046504
